,,,,,,,,,,,
GITA,Odisha, Bhubaneswar,UG,200000,Computer Science & Engineering (Artificail Inteligence),360057,1102810,good,4.5,,
GITA,Odisha, Bhubaneswar,UG,200000,Computer science & Engineering (Data Science),474644,1100754,good,4.5,,
GITA,Odisha, Bhubaneswar,UG,200000,COMPUTER SCIENCE & TECHNOLOGY,639368,1106238,good,4.5,,
GITA,Odisha, Bhubaneswar,UG,200000,Computer Science and Engineering,328519,1105789,good,4.5,,
GITA,Odisha, Bhubaneswar,UG,1000000,Computer Science and Information Technology,428414,1104024,good,4.5,,
GITA,Odisha, Bhubaneswar,UG,1000000,Electrical and Electronics Engineering,943093,943093,good,4.5,,
GITA,Odisha, Bhubaneswar,UG,1000000,Electrical Engineering,890260,890260,good,4.5,,
GITA,Odisha, Bhubaneswar,UG,1000000,Electronics & Communication Engineering,618470,1104084,good,4.5,,
GITA,Odisha, Bhubaneswar,UG,1000000,Mechanical Engineering,826770,1105983,good,4.5,,
Gopal Krushna College of Engineering and Technology,Odisha, Jeypore,UG,160000,Civil Engineering,1101225,1105077,good,4.5,,
Gopal Krushna College of Engineering and Technology,Odisha, Jeypore,UG,160000,Electronics & Telecommunication Engineering,1100775,1103403,good,4.5,,
Gopal Krushna College of Engineering and Technology,Odisha, Jeypore,UG,160000,Mechanical Engineering,1105544,1105544,good,4.5,,
Hi-Tech Institute of Technology,Odisha, Bhubaneswar,UG,220000,Civil Engineering,1102379,1106152,good,4.5,,
Hi-Tech Institute of Technology,Odisha, Bhubaneswar,UG,220000,Computer Science and Engineering,605531,1106119,good,4.5,,
Hi-Tech Institute of Technology,Odisha, Bhubaneswar,UG,220000,Electrical Engineering,1100975,1100975,good,4.5,,
Hi-Tech Institute of Technology,Odisha, Bhubaneswar,UG,220000,Mechanical Engineering,979431,1106340,good,4.5,,
Indotech College of Engineering,Odisha,  KHURDA,UG,220000,Civil Engineering,1101093,1101093,good,4.5,,
Indus College of Engineering,Odisha, Bhubaneswar,UG,220000,Civil Engineering,1104400,1104400,good,4.2,,
Indus College of Engineering,Odisha, Bhubaneswar,UG,220000,Computer Science and Engineering,1102301,1104930,good,4.2,,
Jagannath Institute of Engineering and Technology,Odisha, Cuttack,UG,220000,Computer Science and Engineering,644480,644480,good,4.2,,
Jagannath Institute of Engineering and Technology,Odisha, Cuttack,UG,220000,Mechanical Engineering,1104937,1104937,good,4.2,,
Kalam Institute of Technology,Odisha, Berhampur,UG,220000,Civil Engineering,1105392,1106448,good,4.2,,
Kalam Institute of Technology,Odisha, Berhampur,UG,220000,Computer Science and Engineering,931325,1106187,good,4.2,,
Kalam Institute of Technology,Odisha, Berhampur,UG,220000,Electrical and Electronics Engineering,1101010,1106027,good,4.2,,
Kalam Institute of Technology,Odisha, Berhampur,UG,220000,Mechanical Engineering,491062,1105625,good,4.2,,
KMBB College of Engineering and Technology,Odisha, Khurda,UG,220000,Computer Science and Engineering,540487,1105864,good,4.2,,
KMBB College of Engineering and Technology,Odisha, Khurda,UG,220000,Electrical and Electronics Engineering,679546,679546,good,4.2,,
KMBB College of Engineering and Technology,Odisha, Khurda,UG,220000,Electrical Engineering,1101413,1103389,good,4.2,,
KMBB College of Engineering and Technology,Odisha, Khurda,UG,220000,Electronics & Communication Engineering,1100346,1100346,good,4.2,,
KMBB College of Engineering and Technology,Odisha, Khurda,UG,220000,Mechanical Engineering,1103888,1106039,good,4.2,,
Konark Institute of Science and Technology,Odisha, Bhubaneswar,UG,220000,Civil Engineering,399692,1106057,good,4.2,,
Konark Institute of Science and Technology,Odisha, Bhubaneswar,UG,220000,Computer Science and Engineering,376840,1105814,good,4.2,,
Konark Institute of Science and Technology,Odisha, Bhubaneswar,UG,220000,Electrical Engineering,1101089,1101089,good,4.2,,
Konark Institute of Science and Technology,Odisha, Bhubaneswar,UG,220000,Electronics & Telecommunication Engineering,943697,1106551,good,4.2,,
Konark Institute of Science and Technology,Odisha, Bhubaneswar,UG,220000,Mechanical Engineering,185534,1106441,good,4.2,,
Mahavir Institute of Engineering and Technology,Odisha, Bhubaneswar,UG,220000,Civil Engineering,1102725,1105666,good,4.2,,
Mahavir Institute of Engineering and Technology,Odisha, Bhubaneswar,UG,220000,Computer Science and Engineering,1100999,1100999,good,4.2,,
Mahavir Institute of Engineering and Technology,Odisha, Bhubaneswar,UG,220000,Electronics & Telecommunication Engineering,1102005,1104372,good,4.2,,
Mahavir Institute of Engineering and Technology,Odisha, Bhubaneswar,UG,220000,Information Technology,1103772,1103772,good,4.2,,
Mahavir Institute of Engineering and Technology,Odisha, Bhubaneswar,UG,220000,Mechanical Engineering,1106512,1106512,good,4.2,,
Majhighariani Institute of Technology and Science,Odisha, Rayagada,UG,144000,Electronics & Communication Engineering,1101004,1101004,good,4.2,,
Modern Engineering and Management Studies,Odisha, Balasore,UG,144000,Computer Science and Engineering,738105,1106038,good,4.2,,
Modern Engineering and Management Studies,Odisha, Balasore,UG,144000,Electrical Engineering,1106392,1106392,good,4.2,,
Modern Engineering and Management Studies,Odisha, Balasore,UG,144000,Electronics & Communication Engineering,1102406,1105273,good,4.2,,
Modern Engineering and Management Studies,Odisha, Balasore,UG,144000,Electronics & Instrumentation Engineering,1100861,1104373,good,4.2,,
Modern Institute of Technology and Management,Odisha, Bhubaneswar,UG,144000,Civil Engineering,1103925,1103925,good,4.2,,
Modern Institute of Technology and Management,Odisha, Bhubaneswar,UG,144000,Computer Science and Engineering,870242,1105670,good,4.2,,
Modern Institute of Technology and Management,Odisha, Bhubaneswar,UG,144000,Electronics & Communication Engineering,1105008,1105008,good,4.2,,
Modern Institute of Technology and Management,Odisha, Bhubaneswar,UG,144000,Mechanical Engineering,1106579,1106579,good,4.2,,
Nalanda Institute of Technology,Odisha, Bhubaneswar,UG,144000,Civil Engineering,762002,1106415,good,4.2,,
Nalanda Institute of Technology,Odisha, Bhubaneswar,UG,144000,Computer Science and Engineering,475343,1105925,good,4.2,,
Nalanda Institute of Technology,Odisha, Bhubaneswar,UG,144000,Electrical Engineering,836779,1106525,good,4.2,,
Nalanda Institute of Technology,Odisha, Bhubaneswar,UG,144000,Mechanical Engineering,727698,1106550,good,4.2,,
National Institute of Science and Technology,Odisha, Berhampur,UG,232000,Civil Engineering,1103211,1103211,good,3.7,,
National Institute of Science and Technology,Odisha, Berhampur,UG,232000,Computer Science and Engineering,306747,1104559,good,3.7,,
National Institute of Science and Technology,Odisha, Berhampur,UG,232000,Computer Science and Engineering(2nd shift),587374,1105374,good,3.7,,
National Institute of Science and Technology,Odisha, Berhampur,UG,232000,Electrical and Electronics Engineering,896267,896267,good,3.7,,
National Institute of Science and Technology,Odisha, Berhampur,UG,232000,Electronics & Communication Engineering,516780,1102879,good,3.7,,
National Institute of Science and Technology,Odisha, Berhampur,UG,232000,Information Technology,604882,969821,good,3.7,,
National Institute of Science and Technology,Odisha, Berhampur,UG,232000,Mechanical Engineering,955513,955513,good,3.7,,
NM Institute of Engineering and Technology,Odisha, Bhubaneswar,UG,232000,Civil Engineering,988948,1105781,good,3.7,,
NM Institute of Engineering and Technology,Odisha, Bhubaneswar,UG,232000,Computer Science and Engineering,953572,1105524,good,3.7,,
NM Institute of Engineering and Technology,Odisha, Bhubaneswar,UG,232000,Electronics & Communication Engineering,1105538,1105538,good,3.7,,
NM Institute of Engineering and Technology,Odisha, Bhubaneswar,UG,232000,Mechanical Engineering,874080,1106109,good,3.7,,
Oxford College of Engineering and Management,Odisha, Bhubaneswar,UG,232000,Civil Engineering,1104717,1106535,good,3.7,,
Oxford College of Engineering and Management,Odisha, Bhubaneswar,UG,232000,Computer Science and Engineering,850302,1106050,good,3.7,,
Oxford College of Engineering and Management,Odisha, Bhubaneswar,UG,232000,Electrical Engineering,1103520,1103520,good,3.7,,
Oxford College of Engineering and Management,Odisha, Bhubaneswar,UG,232000,Mechanical Engineering,1104907,1104962,good,3.7,,
Padmashree Krutartha Acharya College of Engineering,Odisha, Bargarh,UG,232000,Civil Engineering,1100474,1105819,good,3.7,,
Padmashree Krutartha Acharya College of Engineering,Odisha, Bargarh,UG,232000,Electrical Engineering,1101035,1106456,good,3.7,,
Padmashree Krutartha Acharya College of Engineering,Odisha, Bargarh,UG,232000,Mechanical Engineering,1100321,1103968,good,3.7,,
Piloo Modi College of Architecture,Odisha, Cuttack,UG,232000,B ARCH,16872,137341,good,3.7,,
Raajdhani Engineering College,Odisha, Bhubaneswar,UG,232000,Civil Engineering,943579,1105074,good,3.7,,
Raajdhani Engineering College,Odisha, Bhubaneswar,UG,232000,Computer Science and Engineering,596445,1106280,good,3.7,,
Raajdhani Engineering College,Odisha, Bhubaneswar,UG,232000,Electrical and Electronics Engineering,1101271,1106503,good,3.7,,
Raajdhani Engineering College,Odisha, Bhubaneswar,UG,232000,Electrical Engineering,1106071,1106071,good,3.7,,
Raajdhani Engineering College,Odisha, Bhubaneswar,UG,232000,Mechanical Engineering,1101295,1106161,good,3.7,,
Radha Krishna Institute of Engineering and Technology,Odisha, Bhubaneswar,UG,140000,Civil Engineering,1100160,1105313,good,3.7,,
Radha Krishna Institute of Engineering and Technology,Odisha, Bhubaneswar,UG,140000,Computer Science and Engineering,775121,1106571,good,3.7,,
Radha Krishna Institute of Engineering and Technology,Odisha, Bhubaneswar,UG,140000,Mechanical Engineering,1105816,1105816,good,3.7,,
Rayagada Institute of Technology & Management,Odisha, Rayagada,UG,140000,Electrical and Electronics Engineering,1100782,1100782,good,3.7,,
Roland Institute of Technology,Odisha, Berhampur,UG,140000,Computer Science and Engineering,581519,1104867,good,3.7,,
Roland Institute of Technology,Odisha, Berhampur,UG,140000,Electronics & Communication Engineering,1103097,1105837,good,3.7,,
Roland Institute of Technology,Odisha, Berhampur,UG,140000,Mechanical Engineering,1104164,1105797,good,4.3,,
Sanjaya Memorial Institute of Technology,Odisha, Berhampur,UG,140000,Civil Engineering,1101641,1106263,good,4.3,,
Sanjaya Memorial Institute of Technology,Odisha, Berhampur,UG,140000,Computer Science and Engineering,892166,1106557,good,4.3,,
Sanjaya Memorial Institute of Technology,Odisha, Berhampur,UG,140000,Electrical and Electronics Engineering,1100766,1102748,good,4.3,,
Sanjaya Memorial Institute of Technology,Odisha, Berhampur,UG,140000,Electrical Engineering,1100254,1106358,good,4.3,,
Sanjaya Memorial Institute of Technology,Odisha, Berhampur,UG,140000,Mechanical Engineering,1105175,1105484,good,4.3,,
Satyasai Engineering College,Odisha, Balasore,UG,140000,Applied Electronics & Instrumentation,1100253,1106500,good,4.3,,
Satyasai Engineering College,Odisha, Balasore,UG,140000,Civil Engineering,1103212,1105950,good,4.3,,
Satyasai Engineering College,Odisha, Balasore,UG,140000,Computer Science and Engineering,633409,1106501,good,4.3,,
Satyasai Engineering College,Odisha, Balasore,UG,140000,Electrical Engineering,1101459,1105494,good,4.3,,
Satyasai Engineering College,Odisha, Balasore,UG,140000,Electronics & Telecommunication Engineering,1101878,1104991,good,4.3,,
Satyasai Engineering College,Odisha, Balasore,UG,140000,Mechanical Engineering,1105268,1105268,good,4.3,,
Seemanta Engineering College,Odisha, Jharpokharia,UG,140000,Civil Engineering,1100783,1106516,good,4.3,,
Seemanta Engineering College,Odisha, Jharpokharia,UG,140000,Computer Science and Engineering,727622,1106446,good,4.3,,
Seemanta Engineering College,Odisha, Jharpokharia,UG,140000,Electrical and Electronics Engineering,1101927,1106558,good,4.3,,
Seemanta Engineering College,Odisha, Jharpokharia,UG,140000,Electrical Engineering,1104417,1104765,good,4.3,,
Seemanta Engineering College,Odisha, Jharpokharia,UG,144000,Electronics & Telecommunication Engineering,1100159,1105161,good,4.3,,
Seemanta Engineering College,Odisha, Jharpokharia,UG,144000,Mechanical Engineering,1102175,1105148,good,4.3,,
SGI School of Architecture,Odisha, Bhubaneswar,UG,144000,B ARCH,116602,127843,good,4.3,,
Shibani Institute of Technical Education,Odisha, Bhubaneswar,UG,144000,Civil Engineering,924143,924143,good,4.3,,
Shibani Institute of Technical Education,Odisha, Bhubaneswar,UG,144000,Computer Science and Engineering,1100664,1106488,good,4.3,,
Shibani Institute of Technical Education,Odisha, Bhubaneswar,UG,144000,Electrical Engineering,1102022,1103329,good,4.3,,
Shibani Institute of Technical Education,Odisha, Bhubaneswar,UG,144000,Mechanical Engineering,1103868,1105100,good,4.3,,
Silicon Institute of Technology,Odisha, Bhubaneswar,UG,144000,Computer Engineering,280843,874209,good,4.3,,
Silicon Institute of Technology,Odisha, Bhubaneswar,UG,144000,COMPUTER SCIENCE & TECHNOLOGY,230983,589120,good,4.3,,
Silicon Institute of Technology,Odisha, Bhubaneswar,UG,144000,Computer Science and Engineering,124702,317193,good,4.3,,
Silicon Institute of Technology,Odisha, Bhubaneswar,UG,144000,Electrical and Electronics Engineering,365270,1100506,good,4.3,,
Silicon Institute of Technology,Odisha, Bhubaneswar,UG,144000,Electronics & Communication Engineering,263422,1105150,good,4.3,,
Silicon Institute of Technology,Odisha, Bhubaneswar,UG,144000,Electronics & Instrumentation Engineering,864022,864022,good,4.3,,
Sophitorium Engineering College,Odisha, Bhubaneswar,UG,144000,Civil Engineering,1100092,1106528,good,4.3,,
Sophitorium Engineering College,Odisha, Bhubaneswar,UG,144000,Computer Science and Engineering,1103224,1106081,good,4.3,,
Sophitorium Engineering College,Odisha, Bhubaneswar,UG,144000,Electrical Engineering,1103193,1106276,good,4.3,,
Sophitorium Engineering College,Odisha, Bhubaneswar,UG,144000,Electronics & Communication Engineering,1100904,1100904,good,4.3,,
Sophitorium Engineering College,Odisha, Bhubaneswar,UG,144000,Mechanical Engineering,1100099,1106603,good,4.3,,
Spintronic Technology and Advance Research,Odisha, Bhubaneswar,UG,144000,Civil Engineering,1105658,1105658,good,4.3,,
Spintronic Technology and Advance Research,Odisha, Bhubaneswar,UG,144000,Computer Science and Engineering,1104528,1106515,good,4.3,,
Spintronic Technology and Advance Research,Odisha, Bhubaneswar,UG,144000,Mechanical Engineering,540269,1105859,good,4.3,,
Srinix College of Engineering,Odisha, Balasore,UG,144000,Civil Engineering,1106362,1106362,good,4.3,,
Srinix College of Engineering,Odisha, Balasore,UG,144000,Computer Science and Engineering,640142,1106605,good,4.3,,
Srinix College of Engineering,Odisha, Balasore,UG,144000,Electrical and Electronics Engineering,1103377,1104772,good,4.3,,
Srinix College of Engineering,Odisha, Balasore,UG,144000,Electrical Engineering,1100485,1106417,good,4.3,,
Srinix College of Engineering,Odisha, Balasore,UG,144000,Mechanical Engineering,1101220,1106536,good,4.3,,
Suddhananda Engineering and Research Centre,Odisha, Bhubaneswar,UG,144000,Civil Engineering,1104132,1104132,good,3.9,,
Suddhananda Engineering and Research Centre,Odisha, Bhubaneswar,UG,144000,Electrical Engineering,1101546,1102714,good,3.9,,
Suddhananda Engineering and Research Centre,Odisha, Bhubaneswar,UG,144000,Mechanical Engineering,1104103,1105488,good,3.9,,
Sundergarh Engineering College,Odisha, Sundergarh,UG,144000,Computer Science and Engineering,1105431,1105431,good,3.9,,
Sundergarh Engineering College,Odisha, Sundergarh,UG,144000,Electrical Engineering,1100247,1100247,good,3.9,,
Sundergarh Engineering College,Odisha, Sundergarh,UG,144000,Mechanical Engineering,1105774,1105774,good,3.9,,
Synergy Institute of Engineering and Technology,Odisha, Dhenkanal,UG,144000,Computer Science and Engineering,555708,1012973,good,3.9,,
Synergy Institute of Technology,Odisha, Bhubaneswar,UG,144000,Computer Science and Engineering,552036,990156,good,3.9,,
Synergy Institute of Technology,Odisha, Bhubaneswar,UG,144000,Electrical Engineering,1103333,1103333,good,3.9,,
Temple City Institute of Technology and Engineering,Odisha, Bhubaneswar,UG,144000,Civil Engineering,1105691,1105918,good,3.9,,
Temple City Institute of Technology and Engineering,Odisha, Bhubaneswar,UG,144000,Computer Science and Engineering,895040,1106031,good,3.9,,
Temple City Institute of Technology and Engineering,Odisha, Bhubaneswar,UG,144000,Electrical Engineering,1103623,1106569,good,3.9,,
Temple City Institute of Technology and Engineering,Odisha, Bhubaneswar,UG,144000,Electronics & Communication Engineering,1105993,1105993,good,3.9,,
Temple City Institute of Technology and Engineering,Odisha, Bhubaneswar,UG,144000,Mechanical Engineering,1102008,1102124,good,3.9,,
Trident Academy of Technology,Odisha, Bhubaneswar,UG,144000,Civil Engineering,1014263,1014263,good,3.9,,
Trident Academy of Technology,Odisha, Bhubaneswar,UG,144000,COMPUTER SCIENCE & TECHNOLOGY,644873,1102697,good,3.9,,
Trident Academy of Technology,Odisha, Bhubaneswar,UG,144000,Computer Science and Engineering,354160,1105578,good,3.9,,
Trident Academy of Technology,Odisha, Bhubaneswar,UG,144000,Computer Science and Information Technology,789912,1103421,good,3.9,,
Trident Academy of Technology,Odisha, Bhubaneswar,UG,144000,"Computer Science Engineering (Artificial Inteligence and
Machine Learning)",560710,989896,good,3.9,,
Trident Academy of Technology,Odisha, Bhubaneswar,UG,144000,Electrical Engineering,979452,979452,good,3.9,,
Trident Academy of Technology,Odisha, Bhubaneswar,UG,144000,Electronics & Telecommunication Engineering,428973,1102633,good,3.9,,
Trident Academy of Technology,Odisha, Bhubaneswar,UG,144000,Mechanical Engineering,810649,810649,good,3.9,,
Vedang Institute of Technology,Odisha, Khurda,UG,144000,Metallurgical Engineering,1106137,1106137,good,3.9,,
Vignan Institute of Technology and Management,Odisha, Berhampur,UG,144000,Computer Science and Engineering,524103,1105788,good,3.9,,
Vignan Institute of Technology and Management,Odisha, Berhampur,UG,144000,Electrical and Electronics Engineering,1100233,1104762,good,3.9,,
Vignan Institute of Technology and Management,Odisha, Berhampur,UG,144000,Electronics & Telecommunication Engineering,1103928,1103928,good,3.9,,
Vignan Institute of Technology and Management,Odisha, Berhampur,UG,144000,Mechanical Engineering,1101627,1105341,good,3.9,,
Vijayanjali Institute of Technology,Odisha, Balasore,UG,144000,Civil Engineering,845810,850395,good,3.9,,
Vijayanjali Institute of Technology,Odisha, Balasore,UG,144000,Electrical and Electronics Engineering,362054,1103595,good,3.9,,
Vijayanjali Institute of Technology,Odisha, Balasore,UG,144000,Mechanical Engineering,723103,1100646,good,3.9,,
Vikash Institute of Technology,Odisha, BARGARH,UG,144000,Civil Engineering,838739,838739,good,3.9,,
Vikash Institute of Technology,Odisha, BARGARH,UG,144000,Computer Science and Engineering,869692,1105677,good,3.9,,
Vikash Institute of Technology,Odisha, BARGARH,UG,144000,Electrical and Electronics Engineering,1102080,1103932,good,3.9,,
Vikash Institute of Technology,Odisha, BARGARH,UG,144000,Integrated MSc in Applied Chemistry,230359,230359,good,3.9,,
Vikash Institute of Technology,Odisha, BARGARH,UG,144000,Integrated MSc in Applied Physics,634537,1006554,good,3.9,,
Vikash Institute of Technology,Odisha, BARGARH,UG,144000,Integrated MSc in Mathematics and Computing,440803,440803,good,3.9,,
Vikash Institute of Technology,Odisha, BARGARH,UG,144000,Mechanical Engineering,214917,214917,good,3.9,,
VITS Engineering College,Odisha, Khurda,UG,144000,Mechanical Engineering,1104015,1104015,good,3.9,,
